order_id,customer_id,order_date,order_status
1516,35,04/03/2023,Concluído
1517,5,05/03/2023,Concluído
1518,39,05/03/2023,Concluído
1519,78,05/03/2023,Concluído
1520,113,05/03/2023,Concluído
1521,121,05/03/2023,Concluído
1522,131,06/03/2023,Concluído
1523,39,07/03/2023,Concluído
1524,138,07/03/2023,Concluído
1525,145,07/03/2023,Concluído
1526,141,08/03/2023,Concluído
1527,26,09/03/2023,Concluído
1528,27,09/03/2023,Concluído
1529,85,09/03/2023,Concluído
1530,3,10/03/2023,Concluído
1531,65,10/03/2023,Concluído
1532,148,10/03/2023,Concluído
1533,10,11/03/2023,Concluído
1534,29,11/03/2023,Concluído
1535,36,11/03/2023,Concluído
1536,39,11/03/2023,Concluído
1537,84,11/03/2023,Concluído
1538,140,11/03/2023,Concluído
1539,83,12/03/2023,Concluído
1540,139,12/03/2023,Concluído
1541,78,13/03/2023,Concluído
1542,121,13/03/2023,Concluído
1543,127,14/03/2023,Concluído
1544,91,15/03/2023,Concluído
1545,19,16/03/2023,Concluído
1546,23,16/03/2023,Concluído
1547,141,16/03/2023,Concluído
1548,142,16/03/2023,Concluído
1549,147,17/03/2023,Concluído
1550,80,18/03/2023,Concluído
1551,124,19/03/2023,Concluído
1552,153,19/03/2023,Concluído
1553,21,20/03/2023,Concluído
1554,63,20/03/2023,Concluído
1555,132,20/03/2023,Concluído
1556,149,20/03/2023,Concluído
1557,79,21/03/2023,Concluído
1558,92,21/03/2023,Concluído
1559,93,21/03/2023,Concluído
1560,48,23/03/2023,Concluído
1561,54,24/03/2023,Concluído
1562,69,25/03/2023,Concluído
1563,97,26/03/2023,Concluído
1564,133,26/03/2023,Concluído
1565,135,26/03/2023,Concluído
1566,152,26/03/2023,Concluído
1567,78,27/03/2023,Concluído
1568,50,28/03/2023,Concluído
1569,65,28/03/2023,Concluído
1570,80,28/03/2023,Concluído
1571,9,29/03/2023,Concluído
1572,26,29/03/2023,Concluído
1573,115,30/03/2023,Concluído
1574,113,31/03/2023,Concluído
1575,97,01/04/2023,Concluído
1576,134,01/04/2023,Concluído
1577,2,02/04/2023,Concluído
1578,26,02/04/2023,Concluído
1579,84,02/04/2023,Concluído
1580,144,02/04/2023,Concluído
1581,66,03/04/2023,Concluído
1582,82,03/04/2023,Concluído
1583,94,03/04/2023,Concluído
1584,128,03/04/2023,Concluído
1585,156,03/04/2023,Concluído
1586,68,04/04/2023,Concluído
1587,85,04/04/2023,Concluído
1588,128,04/04/2023,Concluído
1589,157,04/04/2023,Concluído
1590,58,05/04/2023,Concluído
1591,45,07/04/2023,Concluído
1592,142,07/04/2023,Concluído
1593,14,08/04/2023,Concluído
1594,76,08/04/2023,Concluído
1595,84,08/04/2023,Concluído
1596,39,09/04/2023,Concluído
1597,113,09/04/2023,Concluído
1598,144,09/04/2023,Concluído
1599,13,10/04/2023,Concluído
1600,40,10/04/2023,Concluído
1601,135,10/04/2023,Concluído
1602,70,11/04/2023,Concluído
1603,144,11/04/2023,Concluído
1604,13,12/04/2023,Concluído
1605,92,12/04/2023,Concluído
1606,56,13/04/2023,Concluído
1607,125,13/04/2023,Concluído
1608,127,13/04/2023,Concluído
1609,137,13/04/2023,Concluído
1610,16,14/04/2023,Concluído
1611,25,14/04/2023,Concluído
1612,92,14/04/2023,Concluído
1613,25,15/04/2023,Concluído
1614,31,15/04/2023,Concluído
1615,121,15/04/2023,Concluído
1616,145,15/04/2023,Concluído
1617,125,16/04/2023,Concluído
1618,14,17/04/2023,Concluído
1619,46,17/04/2023,Concluído
1620,90,17/04/2023,Concluído
1621,133,18/04/2023,Concluído
1622,29,19/04/2023,Concluído
1623,49,19/04/2023,Concluído
1624,91,19/04/2023,Concluído
1625,127,19/04/2023,Concluído
1626,145,19/04/2023,Concluído
1627,2,21/04/2023,Concluído
1628,80,21/04/2023,Concluído
1629,28,22/04/2023,Concluído
1630,5,24/04/2023,Concluído
1631,53,24/04/2023,Concluído
1632,78,24/04/2023,Concluído
1633,143,24/04/2023,Concluído
1634,144,25/04/2023,Concluído
1635,13,26/04/2023,Concluído
1636,16,26/04/2023,Concluído
1637,58,27/04/2023,Concluído
1638,63,27/04/2023,Concluído
1639,137,27/04/2023,Concluído
1640,71,28/04/2023,Concluído
1641,112,28/04/2023,Concluído
1642,134,28/04/2023,Concluído
1643,67,30/04/2023,Concluído
1644,78,30/04/2023,Concluído
1645,123,30/04/2023,Concluído
1646,51,01/05/2023,Concluído
1647,108,01/05/2023,Concluído
1648,71,02/05/2023,Concluído
1649,93,02/05/2023,Concluído
1650,46,03/05/2023,Concluído
1651,65,03/05/2023,Concluído
1652,67,03/05/2023,Concluído
1653,24,04/05/2023,Concluído
1654,103,04/05/2023,Concluído
1655,50,05/05/2023,Concluído
1656,122,05/05/2023,Concluído
1657,153,05/05/2023,Concluído
1658,139,06/05/2023,Concluído
1659,88,07/05/2023,Concluído
1660,92,07/05/2023,Concluído
1661,27,08/05/2023,Concluído
1662,45,08/05/2023,Concluído
1663,153,08/05/2023,Concluído
1664,84,09/05/2023,Concluído
1665,122,09/05/2023,Concluído
1666,133,09/05/2023,Concluído
1667,155,09/05/2023,Concluído
1668,158,09/05/2023,Concluído
1669,21,10/05/2023,Concluído
1670,23,10/05/2023,Concluído
1671,81,10/05/2023,Concluído
1672,122,10/05/2023,Concluído
1673,69,12/05/2023,Concluído
1674,80,12/05/2023,Concluído
1675,114,12/05/2023,Concluído
1676,121,12/05/2023,Concluído
1677,161,13/05/2023,Concluído
1678,24,14/05/2023,Concluído
1679,70,14/05/2023,Concluído
1680,132,14/05/2023,Concluído
1681,133,14/05/2023,Concluído
1682,145,14/05/2023,Concluído
1683,158,14/05/2023,Concluído
1684,56,15/05/2023,Concluído
1685,40,16/05/2023,Concluído
1686,82,16/05/2023,Concluído
1687,92,16/05/2023,Concluído
1688,19,17/05/2023,Concluído
1689,23,17/05/2023,Concluído
1690,21,18/05/2023,Concluído
1691,63,18/05/2023,Concluído
1692,159,18/05/2023,Concluído
1693,43,19/05/2023,Concluído
1694,108,19/05/2023,Concluído
1695,128,19/05/2023,Concluído
1696,133,20/05/2023,Concluído
1697,133,21/05/2023,Concluído
1698,50,22/05/2023,Concluído
1699,122,22/05/2023,Concluído
1700,149,22/05/2023,Concluído
1701,94,23/05/2023,Concluído
1702,113,23/05/2023,Concluído
1703,155,23/05/2023,Concluído
1704,147,24/05/2023,Concluído
1705,38,25/05/2023,Concluído
1706,19,26/05/2023,Concluído
1707,28,26/05/2023,Concluído
1708,50,26/05/2023,Concluído
1709,75,26/05/2023,Concluído
1710,12,27/05/2023,Concluído
1711,120,27/05/2023,Concluído
1712,95,29/05/2023,Concluído
1713,110,29/05/2023,Concluído
1714,156,29/05/2023,Concluído
1715,29,30/05/2023,Concluído
1716,43,30/05/2023,Concluído
1717,46,30/05/2023,Concluído
1718,56,30/05/2023,Concluído
1719,133,30/05/2023,Concluído
1720,85,01/06/2023,Concluído
1721,130,01/06/2023,Concluído
1722,85,02/06/2023,Concluído
1723,131,02/06/2023,Concluído
1724,69,04/06/2023,Concluído
1725,145,04/06/2023,Concluído
1726,14,05/06/2023,Concluído
1727,25,05/06/2023,Concluído
1728,26,05/06/2023,Concluído
1729,85,05/06/2023,Concluído
1730,92,05/06/2023,Concluído
1731,26,06/06/2023,Concluído
1732,128,06/06/2023,Concluído
1733,149,06/06/2023,Concluído
1734,20,07/06/2023,Concluído
1735,84,07/06/2023,Concluído
1736,130,07/06/2023,Concluído
1737,135,07/06/2023,Concluído
1738,72,09/06/2023,Concluído
1739,78,10/06/2023,Concluído
1740,92,10/06/2023,Concluído
1741,98,10/06/2023,Concluído
1742,163,11/06/2023,Concluído
1743,70,12/06/2023,Concluído
1744,132,12/06/2023,Concluído
1745,138,12/06/2023,Concluído
1746,95,13/06/2023,Concluído
1747,132,13/06/2023,Concluído
1748,152,13/06/2023,Concluído
1749,161,13/06/2023,Concluído
1750,16,14/06/2023,Concluído
1751,45,14/06/2023,Concluído
1752,74,14/06/2023,Concluído
1753,59,15/06/2023,Concluído
1754,134,15/06/2023,Concluído
1755,149,15/06/2023,Concluído
1756,65,16/06/2023,Concluído
1757,67,16/06/2023,Concluído
1758,104,16/06/2023,Concluído
1759,24,17/06/2023,Concluído
1760,115,17/06/2023,Concluído
1761,164,17/06/2023,Concluído
1762,31,18/06/2023,Concluído
1763,122,18/06/2023,Concluído
1764,137,18/06/2023,Concluído
1765,23,19/06/2023,Concluído
1766,24,19/06/2023,Concluído
1767,52,19/06/2023,Concluído
1768,117,20/06/2023,Concluído
1769,78,21/06/2023,Concluído
1770,138,21/06/2023,Concluído
1771,29,22/06/2023,Concluído
1772,103,22/06/2023,Concluído
1773,29,23/06/2023,Concluído
1774,50,23/06/2023,Concluído
1775,88,23/06/2023,Concluído
1776,57,24/06/2023,Concluído
1777,80,24/06/2023,Concluído
1778,99,24/06/2023,Concluído
1779,15,25/06/2023,Concluído
1780,67,25/06/2023,Concluído
1781,110,25/06/2023,Concluído
1782,130,25/06/2023,Concluído
1783,5,26/06/2023,Concluído
1784,85,26/06/2023,Concluído
1785,145,26/06/2023,Concluído
1786,24,27/06/2023,Concluído
1787,160,28/06/2023,Concluído
1788,56,29/06/2023,Concluído
1789,143,29/06/2023,Concluído
1790,156,29/06/2023,Concluído
1791,26,30/06/2023,Concluído
1792,52,30/06/2023,Concluído
1793,97,30/06/2023,Concluído
1794,6,01/07/2023,Concluído
1795,56,01/07/2023,Concluído
1796,106,01/07/2023,Concluído
1797,161,01/07/2023,Concluído
1798,129,02/07/2023,Concluído
1799,144,02/07/2023,Concluído
1800,128,03/07/2023,Concluído
1801,133,04/07/2023,Concluído
1802,80,05/07/2023,Concluído
1803,109,05/07/2023,Concluído
1804,123,05/07/2023,Concluído
1805,80,06/07/2023,Concluído
1806,147,06/07/2023,Concluído
1807,91,07/07/2023,Concluído
1808,97,07/07/2023,Concluído
1809,161,07/07/2023,Concluído
1810,146,08/07/2023,Concluído
1811,75,09/07/2023,Concluído
1812,78,09/07/2023,Concluído
1813,94,09/07/2023,Concluído
1814,74,10/07/2023,Concluído
1815,5,11/07/2023,Concluído
1816,52,11/07/2023,Concluído
1817,80,11/07/2023,Concluído
1818,139,11/07/2023,Concluído
1819,145,11/07/2023,Concluído
1820,158,11/07/2023,Concluído
1821,38,12/07/2023,Concluído
1822,65,12/07/2023,Concluído
1823,135,12/07/2023,Concluído
1824,94,13/07/2023,Concluído
1825,119,13/07/2023,Concluído
1826,122,13/07/2023,Concluído
1827,37,15/07/2023,Concluído
1828,115,15/07/2023,Concluído
1829,132,15/07/2023,Concluído
1830,36,17/07/2023,Concluído
1831,81,17/07/2023,Concluído
1832,82,17/07/2023,Concluído
1833,128,17/07/2023,Concluído
1834,163,17/07/2023,Concluído
1835,50,18/07/2023,Concluído
1836,51,18/07/2023,Concluído
1837,74,18/07/2023,Concluído
1838,157,18/07/2023,Concluído
1839,161,18/07/2023,Concluído
1840,22,19/07/2023,Concluído
1841,82,19/07/2023,Concluído
1842,92,19/07/2023,Concluído
1843,122,19/07/2023,Concluído
1844,132,19/07/2023,Concluído
1845,152,19/07/2023,Concluído
1846,79,20/07/2023,Concluído
1847,125,21/07/2023,Concluído
1848,53,22/07/2023,Concluído
1849,139,22/07/2023,Concluído
1850,142,22/07/2023,Concluído
1851,13,23/07/2023,Concluído
1852,65,24/07/2023,Concluído
1853,128,24/07/2023,Concluído
1854,49,25/07/2023,Concluído
1855,57,25/07/2023,Concluído
1856,113,25/07/2023,Concluído
1857,19,27/07/2023,Concluído
1858,127,27/07/2023,Concluído
1859,145,27/07/2023,Concluído
1860,68,28/07/2023,Concluído
1861,75,28/07/2023,Concluído
1862,102,28/07/2023,Concluído
1863,166,28/07/2023,Concluído
1864,109,31/07/2023,Concluído
1865,117,01/08/2023,Concluído
1866,120,01/08/2023,Concluído
1867,129,01/08/2023,Concluído
1868,85,02/08/2023,Concluído
1869,138,02/08/2023,Concluído
1870,9,03/08/2023,Concluído
1871,136,03/08/2023,Concluído
1872,70,04/08/2023,Concluído
1873,92,04/08/2023,Concluído
1874,142,05/08/2023,Concluído
1875,39,06/08/2023,Concluído
1876,63,06/08/2023,Concluído
1877,93,06/08/2023,Concluído
1878,104,06/08/2023,Concluído
1879,112,06/08/2023,Concluído
1880,51,07/08/2023,Concluído
1881,150,07/08/2023,Concluído
1882,132,08/08/2023,Concluído
1883,145,08/08/2023,Concluído
1884,167,09/08/2023,Concluído
1885,55,10/08/2023,Concluído
1886,93,10/08/2023,Concluído
1887,122,10/08/2023,Concluído
1888,3,11/08/2023,Concluído
1889,115,11/08/2023,Concluído
1890,124,11/08/2023,Concluído
1891,131,11/08/2023,Concluído
1892,144,11/08/2023,Concluído
1893,152,11/08/2023,Concluído
1894,28,12/08/2023,Concluído
1895,53,12/08/2023,Concluído
1896,153,12/08/2023,Concluído
1897,25,13/08/2023,Concluído
1898,28,13/08/2023,Concluído
1899,96,13/08/2023,Concluído
1900,17,14/08/2023,Concluído
1901,93,14/08/2023,Concluído
1902,137,15/08/2023,Concluído
1903,54,16/08/2023,Concluído
1904,109,16/08/2023,Concluído
1905,136,16/08/2023,Concluído
1906,153,16/08/2023,Concluído
1907,17,17/08/2023,Concluído
1908,19,17/08/2023,Concluído
1909,93,17/08/2023,Concluído
1910,34,18/08/2023,Concluído
1911,157,18/08/2023,Concluído
1912,165,18/08/2023,Concluído
1913,12,20/08/2023,Concluído
1914,44,21/08/2023,Concluído
1915,54,21/08/2023,Concluído
1916,104,21/08/2023,Concluído
1917,133,21/08/2023,Concluído
1918,9,23/08/2023,Concluído
1919,43,23/08/2023,Concluído
1920,127,23/08/2023,Concluído
1921,44,24/08/2023,Concluído
1922,65,24/08/2023,Concluído
1923,144,24/08/2023,Concluído
1924,24,25/08/2023,Concluído
1925,85,25/08/2023,Concluído
1926,168,25/08/2023,Concluído
1927,163,26/08/2023,Concluído
1928,110,27/08/2023,Concluído
1929,165,27/08/2023,Concluído
1930,39,28/08/2023,Concluído
1931,56,28/08/2023,Concluído
1932,59,29/08/2023,Concluído
1933,125,29/08/2023,Concluído
1934,121,30/08/2023,Concluído
1935,72,31/08/2023,Concluído
1936,110,31/08/2023,Concluído
1937,61,01/09/2023,Concluído
1938,132,01/09/2023,Concluído
1939,134,01/09/2023,Concluído
1940,84,02/09/2023,Concluído
1941,168,02/09/2023,Concluído
1942,161,03/09/2023,Concluído
1943,75,04/09/2023,Concluído
1944,121,04/09/2023,Concluído
1945,157,04/09/2023,Concluído
1946,28,05/09/2023,Concluído
1947,46,05/09/2023,Concluído
1948,141,06/09/2023,Concluído
1949,70,07/09/2023,Concluído
1950,97,07/09/2023,Concluído
1951,133,07/09/2023,Concluído
1952,69,08/09/2023,Concluído
1953,82,08/09/2023,Concluído
1954,96,08/09/2023,Concluído
1955,110,08/09/2023,Concluído
1956,128,08/09/2023,Concluído
1957,67,09/09/2023,Concluído
1958,74,09/09/2023,Concluído
1959,94,09/09/2023,Concluído
1960,97,09/09/2023,Concluído
1961,145,09/09/2023,Concluído
1962,168,09/09/2023,Concluído
1963,30,11/09/2023,Concluído
1964,53,11/09/2023,Concluído
1965,128,11/09/2023,Concluído
1966,27,12/09/2023,Concluído
1967,125,12/09/2023,Concluído
1968,160,12/09/2023,Concluído
1969,166,12/09/2023,Concluído
1970,28,13/09/2023,Concluído
1971,108,13/09/2023,Concluído
1972,27,14/09/2023,Concluído
1973,158,14/09/2023,Concluído
1974,57,15/09/2023,Concluído
1975,128,15/09/2023,Concluído
1976,164,15/09/2023,Concluído
1977,92,16/09/2023,Concluído
1978,116,16/09/2023,Concluído
1979,127,16/09/2023,Concluído
1980,143,16/09/2023,Concluído
1981,156,16/09/2023,Concluído
1982,127,17/09/2023,Concluído
1983,165,18/09/2023,Concluído
1984,117,19/09/2023,Concluído
1985,135,19/09/2023,Concluído
1986,48,20/09/2023,Concluído
1987,168,20/09/2023,Concluído
1988,170,20/09/2023,Concluído
1989,90,21/09/2023,Concluído
1990,94,21/09/2023,Concluído
1991,139,22/09/2023,Concluído
1992,29,23/09/2023,Concluído
1993,67,23/09/2023,Concluído
1994,138,23/09/2023,Concluído
1995,152,24/09/2023,Concluído
1996,22,25/09/2023,Concluído
1997,155,25/09/2023,Concluído
1998,38,26/09/2023,Concluído
1999,59,26/09/2023,Concluído
2000,122,26/09/2023,Concluído
2001,127,26/09/2023,Concluído
2002,152,26/09/2023,Concluído
2003,158,26/09/2023,Concluído
2004,72,27/09/2023,Concluído
2005,160,27/09/2023,Concluído
2006,62,28/09/2023,Concluído
2007,17,29/09/2023,Concluído
2008,69,29/09/2023,Concluído
2009,103,29/09/2023,Concluído
2010,38,30/09/2023,Concluído
2011,40,30/09/2023,Concluído
2012,43,30/09/2023,Concluído
2013,143,30/09/2023,Concluído
2014,9,01/10/2023,Concluído
2015,24,01/10/2023,Concluído
2016,69,01/10/2023,Concluído
2017,142,01/10/2023,Concluído
2018,145,01/10/2023,Concluído
2019,38,02/10/2023,Concluído
2020,42,02/10/2023,Concluído
2021,17,05/10/2023,Concluído
2022,66,05/10/2023,Concluído
2023,78,05/10/2023,Concluído
2024,109,05/10/2023,Concluído
2025,160,05/10/2023,Concluído
2026,161,05/10/2023,Concluído
2027,38,06/10/2023,Concluído
2028,45,06/10/2023,Concluído
2029,90,06/10/2023,Concluído
2030,144,06/10/2023,Concluído
2031,148,06/10/2023,Concluído
2032,153,06/10/2023,Concluído
2033,171,06/10/2023,Concluído
2034,131,07/10/2023,Concluído
2035,46,09/10/2023,Concluído
2036,65,09/10/2023,Concluído
2037,97,09/10/2023,Concluído
2038,131,09/10/2023,Concluído
2039,53,10/10/2023,Concluído
2040,165,10/10/2023,Concluído
2041,17,11/10/2023,Concluído
2042,53,11/10/2023,Concluído
2043,117,11/10/2023,Concluído
2044,121,11/10/2023,Concluído
2045,160,11/10/2023,Concluído
2046,35,12/10/2023,Concluído
2047,21,13/10/2023,Concluído
2048,27,13/10/2023,Concluído
2049,70,13/10/2023,Concluído
2050,157,13/10/2023,Concluído
2051,117,14/10/2023,Concluído
2052,148,14/10/2023,Concluído
2053,164,15/10/2023,Concluído
2054,23,16/10/2023,Concluído
2055,88,16/10/2023,Concluído
2056,91,16/10/2023,Concluído
2057,109,16/10/2023,Concluído
2058,148,16/10/2023,Concluído
2059,164,16/10/2023,Concluído
2060,13,17/10/2023,Concluído
2061,26,17/10/2023,Concluído
2062,45,17/10/2023,Concluído
2063,109,17/10/2023,Concluído
2064,144,17/10/2023,Concluído
2065,22,18/10/2023,Concluído
2066,39,18/10/2023,Concluído
2067,141,18/10/2023,Concluído
2068,69,19/10/2023,Concluído
2069,89,19/10/2023,Concluído
2070,115,19/10/2023,Concluído
2071,121,20/10/2023,Concluído
2072,103,21/10/2023,Concluído
2073,106,21/10/2023,Concluído
2074,1,22/10/2023,Concluído
2075,25,22/10/2023,Concluído
2076,41,22/10/2023,Concluído
2077,106,22/10/2023,Concluído
2078,81,24/10/2023,Concluído
2079,115,24/10/2023,Concluído
2080,170,24/10/2023,Concluído
2081,78,25/10/2023,Concluído
2082,82,25/10/2023,Concluído
2083,163,25/10/2023,Concluído
2084,90,26/10/2023,Concluído
2085,128,26/10/2023,Concluído
2086,129,26/10/2023,Concluído
2087,161,27/10/2023,Concluído
2088,67,28/10/2023,Concluído
2089,94,28/10/2023,Concluído
2090,138,28/10/2023,Concluído
2091,63,30/10/2023,Concluído
2092,132,30/10/2023,Concluído
2093,144,30/10/2023,Concluído
2094,169,31/10/2023,Concluído
2095,143,01/11/2023,Concluído
2096,170,02/11/2023,Concluído
2097,22,03/11/2023,Concluído
2098,92,03/11/2023,Concluído
2099,133,03/11/2023,Concluído
2100,44,04/11/2023,Concluído
2101,131,04/11/2023,Concluído
2102,46,05/11/2023,Concluído
2103,144,05/11/2023,Concluído
2104,145,05/11/2023,Concluído
2105,161,05/11/2023,Concluído
2106,172,05/11/2023,Concluído
2107,121,06/11/2023,Concluído
2108,128,06/11/2023,Concluído
2109,106,08/11/2023,Concluído
2110,130,08/11/2023,Concluído
2111,20,09/11/2023,Concluído
2112,29,09/11/2023,Concluído
2113,45,09/11/2023,Concluído
2114,80,09/11/2023,Concluído
2115,95,09/11/2023,Concluído
2116,132,09/11/2023,Concluído
2117,99,10/11/2023,Concluído
2118,112,11/11/2023,Concluído
2119,1,12/11/2023,Concluído
2120,161,12/11/2023,Concluído
2121,103,13/11/2023,Concluído
2122,124,13/11/2023,Concluído
2123,26,14/11/2023,Concluído
2124,85,14/11/2023,Concluído
2125,90,14/11/2023,Concluído
2126,159,14/11/2023,Concluído
2127,166,14/11/2023,Concluído
2128,171,14/11/2023,Concluído
2129,50,15/11/2023,Concluído
2130,90,15/11/2023,Concluído
2131,165,15/11/2023,Concluído
2132,36,16/11/2023,Concluído
2133,113,17/11/2023,Concluído
2134,131,17/11/2023,Concluído
2135,144,17/11/2023,Concluído
2136,53,18/11/2023,Concluído
2137,138,18/11/2023,Concluído
2138,60,19/11/2023,Concluído
2139,165,19/11/2023,Concluído
2140,80,20/11/2023,Concluído
2141,92,20/11/2023,Concluído
2142,104,20/11/2023,Concluído
2143,112,20/11/2023,Concluído
2144,123,20/11/2023,Concluído
2145,156,20/11/2023,Concluído
2146,9,22/11/2023,Concluído
2147,21,22/11/2023,Concluído
2148,144,22/11/2023,Concluído
2149,145,22/11/2023,Concluído
2150,156,22/11/2023,Concluído
2151,49,23/11/2023,Concluído
2152,88,23/11/2023,Concluído
2153,119,23/11/2023,Concluído
2154,120,23/11/2023,Concluído
2155,124,23/11/2023,Concluído
2156,130,23/11/2023,Concluído
2157,161,23/11/2023,Concluído
2158,68,24/11/2023,Concluído
2159,123,24/11/2023,Concluído
2160,65,25/11/2023,Concluído
2161,98,25/11/2023,Concluído
2162,125,25/11/2023,Concluído
2163,168,25/11/2023,Concluído
2164,171,26/11/2023,Concluído
2165,51,27/11/2023,Concluído
2166,137,27/11/2023,Concluído
2167,53,28/11/2023,Concluído
2168,76,28/11/2023,Concluído
2169,93,28/11/2023,Concluído
2170,59,29/11/2023,Concluído
2171,78,29/11/2023,Concluído
2172,125,29/11/2023,Concluído
2173,143,29/11/2023,Concluído
2174,85,30/11/2023,Concluído
2175,127,30/11/2023,Concluído
2176,18,01/12/2023,Concluído
2177,104,01/12/2023,Concluído
2178,123,01/12/2023,Concluído
2179,156,01/12/2023,Concluído
2180,171,01/12/2023,Concluído
2181,97,02/12/2023,Concluído
2182,102,02/12/2023,Concluído
2183,129,02/12/2023,Concluído
2184,1,03/12/2023,Concluído
2185,4,03/12/2023,Concluído
2186,115,03/12/2023,Concluído
2187,132,03/12/2023,Concluído
2188,54,04/12/2023,Concluído
2189,127,04/12/2023,Concluído
2190,129,04/12/2023,Concluído
2191,148,04/12/2023,Concluído
2192,165,04/12/2023,Concluído
2193,170,04/12/2023,Concluído
2194,104,05/12/2023,Concluído
2195,171,05/12/2023,Concluído
2196,72,06/12/2023,Concluído
2197,133,06/12/2023,Concluído
2198,43,07/12/2023,Concluído
2199,84,07/12/2023,Concluído
2200,127,07/12/2023,Concluído
2201,158,07/12/2023,Concluído
2202,124,08/12/2023,Concluído
2203,12,09/12/2023,Concluído
2204,56,09/12/2023,Concluído
2205,61,09/12/2023,Concluído
2206,75,09/12/2023,Concluído
2207,63,10/12/2023,Concluído
2208,69,10/12/2023,Concluído
2209,166,10/12/2023,Concluído
2210,90,11/12/2023,Concluído
2211,152,11/12/2023,Concluído
2212,12,12/12/2023,Concluído
2213,52,12/12/2023,Concluído
2214,58,13/12/2023,Concluído
2215,69,13/12/2023,Concluído
2216,149,13/12/2023,Concluído
2217,153,13/12/2023,Concluído
2218,78,14/12/2023,Concluído
2219,121,14/12/2023,Concluído
2220,62,15/12/2023,Concluído
2221,152,15/12/2023,Concluído
2222,57,16/12/2023,Concluído
2223,103,16/12/2023,Concluído
2224,173,16/12/2023,Concluído
2225,108,17/12/2023,Concluído
2226,115,17/12/2023,Concluído
2227,85,18/12/2023,Concluído
2228,121,18/12/2023,Concluído
2229,126,18/12/2023,Concluído
2230,127,18/12/2023,Concluído
2231,160,18/12/2023,Concluído
2232,70,19/12/2023,Concluído
2233,97,19/12/2023,Concluído
2234,120,19/12/2023,Concluído
2235,145,19/12/2023,Concluído
2236,151,19/12/2023,Concluído
2237,156,19/12/2023,Concluído
2238,170,19/12/2023,Concluído
2239,127,20/12/2023,Concluído
2240,158,21/12/2023,Concluído
2241,149,23/12/2023,Concluído
2242,155,23/12/2023,Concluído
2243,176,23/12/2023,Concluído
2244,180,23/12/2023,Concluído
2245,182,23/12/2023,Concluído
2246,1,24/12/2023,Concluído
2247,31,24/12/2023,Concluído
2248,56,24/12/2023,Concluído
2249,128,24/12/2023,Concluído
2250,31,25/12/2023,Concluído
2251,92,25/12/2023,Concluído
2252,147,25/12/2023,Concluído
2253,170,25/12/2023,Concluído
2254,49,26/12/2023,Concluído
2255,138,26/12/2023,Concluído
2256,174,26/12/2023,Concluído
2257,84,27/12/2023,Concluído
2258,90,27/12/2023,Concluído
2259,158,27/12/2023,Concluído
2260,181,28/12/2023,Concluído
2261,168,30/12/2023,Concluído
2262,171,30/12/2023,Concluído
2263,172,30/12/2023,Concluído
2264,176,30/12/2023,Concluído
2265,187,30/12/2023,Concluído
2266,69,31/12/2023,Concluído
2267,74,31/12/2023,Concluído
2268,40,01/01/2024,Concluído
2269,145,01/01/2024,Concluído
2270,148,01/01/2024,Concluído
2271,168,01/01/2024,Concluído
2272,182,01/01/2024,Concluído
2273,190,01/01/2024,Concluído
2274,23,02/01/2024,Concluído
2275,124,02/01/2024,Concluído
2276,128,02/01/2024,Concluído
2277,136,02/01/2024,Concluído
2278,166,03/01/2024,Concluído
2279,176,03/01/2024,Concluído
2280,178,03/01/2024,Concluído
2281,27,04/01/2024,Concluído
2282,96,04/01/2024,Concluído
2283,122,04/01/2024,Concluído
2284,173,04/01/2024,Concluído
2285,56,05/01/2024,Concluído
2286,69,05/01/2024,Concluído
2287,127,05/01/2024,Concluído
2288,1,06/01/2024,Concluído
2289,31,06/01/2024,Concluído
2290,40,07/01/2024,Concluído
2291,50,07/01/2024,Concluído
2292,70,07/01/2024,Concluído
2293,171,07/01/2024,Concluído
2294,124,08/01/2024,Concluído
2295,135,08/01/2024,Concluído
2296,137,08/01/2024,Concluído
2297,11,09/01/2024,Concluído
2298,32,09/01/2024,Concluído
2299,44,09/01/2024,Concluído
2300,144,09/01/2024,Concluído
2301,152,09/01/2024,Concluído
2302,172,09/01/2024,Concluído
2303,137,10/01/2024,Concluído
2304,185,10/01/2024,Concluído
2305,2,11/01/2024,Concluído
2306,28,11/01/2024,Concluído
2307,110,11/01/2024,Concluído
2308,136,11/01/2024,Concluído
2309,188,11/01/2024,Concluído
2310,195,11/01/2024,Concluído
2311,148,12/01/2024,Concluído
2312,152,12/01/2024,Concluído
2313,12,13/01/2024,Concluído
2314,44,13/01/2024,Concluído
2315,102,13/01/2024,Concluído
2316,108,13/01/2024,Concluído
2317,185,13/01/2024,Concluído
2318,54,14/01/2024,Concluído
2319,74,14/01/2024,Concluído
2320,113,14/01/2024,Concluído
2321,163,14/01/2024,Concluído
2322,119,15/01/2024,Concluído
2323,159,15/01/2024,Concluído
2324,173,15/01/2024,Concluído
2325,188,15/01/2024,Concluído
2326,196,15/01/2024,Concluído
2327,26,16/01/2024,Concluído
2328,101,16/01/2024,Concluído
2329,125,16/01/2024,Concluído
2330,162,16/01/2024,Concluído
2331,165,16/01/2024,Concluído
2332,173,16/01/2024,Concluído
2333,182,16/01/2024,Concluído
2334,4,17/01/2024,Concluído
2335,92,17/01/2024,Concluído
2336,44,18/01/2024,Concluído
2337,53,18/01/2024,Concluído
