order_item_id,order_id,product_id,quantity,unit_price
1330,1330,2,2,89
1331,1331,3,2,119
1332,1332,34,2,199
1333,1333,35,1,119
1334,1334,19,2,149
1335,1335,5,2,89
1336,1336,45,2,359
1337,1337,33,2,219
1338,1338,41,1,399
1339,1339,33,1,219
1340,1340,15,2,69
1341,1341,27,2,199
1342,1342,25,1,209
1343,1343,18,2,149
1344,1344,9,2,69
1345,1345,17,1,119
1346,1346,29,2,199
1347,1347,43,1,249
1348,1348,40,2,399
1349,1349,36,2,99
1350,1350,35,2,119
1351,1351,30,1,159
1352,1352,9,1,69
1353,1353,45,1,359
1354,1354,14,2,49
1355,1355,48,1,249
1356,1356,20,1,199
1357,1357,34,1,199
1358,1358,12,1,219
1359,1359,19,1,149
1360,1360,43,2,249
1361,1361,3,1,119
1362,1362,5,1,89
1363,1363,40,2,399
1364,1364,1,1,89
1365,1365,36,1,99
1366,1366,41,2,399
1367,1367,38,1,349
1368,1368,8,1,49
1369,1369,50,1,199
1370,1370,49,1,299
1371,1371,1,1,89
1372,1372,35,1,119
1373,1373,16,2,109
1374,1374,44,2,359
1375,1375,17,1,119
1376,1376,19,1,149
1377,1377,21,1,299
1378,1378,27,2,199
1379,1379,25,2,209
1380,1380,44,1,359
1381,1381,44,1,359
1382,1382,30,1,159
1383,1383,3,2,119
1384,1384,28,1,499
1385,1385,5,1,89
1386,1386,3,1,119
1387,1387,36,2,99
1388,1388,32,1,259
1389,1389,7,1,49
1390,1390,31,2,299
1391,1391,49,1,299
1392,1392,43,1,249
1393,1393,15,1,69
1394,1394,11,1,189
1395,1395,41,2,399
1396,1396,30,1,159
1397,1397,40,2,399
1398,1398,28,2,499
1399,1399,29,2,199
1400,1400,6,1,119
1401,1401,27,1,199
1402,1402,8,1,49
1403,1403,18,2,149
1404,1404,41,2,399
1405,1405,29,2,199
1406,1406,30,1,159
1407,1407,14,2,49
1408,1408,38,1,349
1409,1409,30,2,159
1410,1410,47,2,249
1411,1411,16,1,109
1412,1412,15,2,69
1413,1413,14,2,49
1414,1414,31,1,299
1415,1415,46,1,399
1416,1416,1,2,89
1417,1417,24,1,209
1418,1418,21,2,299
1419,1419,39,2,399
1420,1420,39,1,399
1421,1421,20,2,199
1422,1422,45,2,359
1423,1423,45,1,359
1424,1424,3,2,119
1425,1425,12,2,219
1426,1426,10,1,189
1427,1427,10,1,189
1428,1428,35,1,119
1429,1429,1,2,89
1430,1430,10,1,189
1431,1431,44,1,359
1432,1432,10,2,189
1433,1433,18,2,149
1434,1434,3,1,119
1435,1435,24,2,209
1436,1436,45,2,359
1437,1437,30,2,159
1438,1438,44,1,359
1439,1439,20,1,199
1440,1440,38,2,349
1441,1441,20,2,199
1442,1442,8,1,49
1443,1443,40,1,399
1444,1444,8,1,49
1445,1445,27,2,199
1446,1446,8,2,49
1447,1447,34,2,199
1448,1448,48,1,249
1449,1449,3,2,119
1450,1450,39,2,399
1451,1451,23,1,269
1452,1452,36,2,99
1453,1453,34,2,199
1454,1454,40,2,399
1455,1455,26,2,229
1456,1456,44,1,359
1457,1457,30,1,159
1458,1458,31,2,299
1459,1459,41,2,399
1460,1460,22,1,169
1461,1461,9,1,69
1462,1462,46,1,399
1463,1463,6,2,119
1464,1464,27,1,199
1465,1465,45,1,359
1466,1466,29,1,199
1467,1467,3,1,119
1468,1468,10,1,189
1469,1469,15,2,69
1470,1470,31,2,299
1471,1471,15,1,69
1472,1472,28,2,499
1473,1473,42,2,349
1474,1474,41,2,399
1475,1475,41,1,399
1476,1476,32,2,259
1477,1477,15,2,69
1478,1478,24,1,209
1479,1479,7,1,49
1480,1480,45,2,359
1481,1481,15,1,69
1482,1482,24,1,209
1483,1483,14,2,49
1484,1484,24,2,209
1485,1485,14,1,49
1486,1486,13,1,49
1487,1487,13,1,49
1488,1488,37,2,99
1489,1489,38,1,349
1490,1490,12,2,219
1491,1491,34,1,199
1492,1492,44,2,359
1493,1493,27,1,199
1494,1494,30,1,159
1495,1495,18,2,149
1496,1496,21,1,299
1497,1497,16,1,109
1498,1498,34,2,199
1499,1499,15,1,69
1500,1500,32,1,259
1501,1501,3,1,119
1502,1502,1,2,89
1503,1503,22,1,169
1504,1504,1,1,89
1505,1505,39,1,399
1506,1506,8,2,49
1507,1507,11,2,189
1508,1508,11,2,189
1509,1509,11,1,189
1510,1510,46,1,399
1511,1511,1,2,89
1512,1512,49,1,299
1513,1513,36,2,99
1514,1514,31,1,299
1515,1515,25,1,209
1516,1516,43,2,249
1517,1517,24,1,209
1518,1518,13,1,49
1519,1519,15,2,69
1520,1520,50,1,199
1521,1521,10,1,189
1522,1522,21,1,299
1523,1523,34,1,199
1524,1524,15,2,69
1525,1525,45,1,359
1526,1526,8,1,49
1527,1527,46,1,399
1528,1528,41,2,399
1529,1529,7,1,49
1530,1530,23,1,269
1531,1531,26,2,229
1532,1532,34,1,199
1533,1533,44,2,359
1534,1534,26,1,229
1535,1535,43,1,249
1536,1536,42,1,349
1537,1537,27,1,199
1538,1538,36,1,99
1539,1539,30,1,159
1540,1540,7,2,49
1541,1541,5,1,89
1542,1542,18,1,149
1543,1543,38,2,349
1544,1544,38,2,349
1545,1545,27,1,199
1546,1546,21,2,299
1547,1547,50,1,199
1548,1548,27,1,199
1549,1549,40,1,399
1550,1550,37,2,99
1551,1551,19,2,149
1552,1552,16,2,109
1553,1553,19,2,149
1554,1554,6,2,119
1555,1555,21,1,299
1556,1556,39,1,399
1557,1557,48,1,249
1558,1558,7,2,49
1559,1559,19,1,149
1560,1560,15,2,69
1561,1561,49,2,299
1562,1562,30,1,159
1563,1563,11,1,189
1564,1564,25,1,209
1565,1565,36,2,99
1566,1566,46,2,399
1567,1567,15,2,69
1568,1568,2,2,89
1569,1569,44,1,359
1570,1570,15,1,69
1571,1571,20,1,199
1572,1572,2,1,89
1573,1573,17,2,119
1574,1574,49,2,299
1575,1575,29,1,199
1576,1576,5,1,89
1577,1577,31,2,299
1578,1578,33,1,219
1579,1579,23,1,269
1580,1580,13,1,49
1581,1581,27,2,199
1582,1582,48,1,249
1583,1583,48,2,249
1584,1584,10,2,189
1585,1585,33,1,219
1586,1586,40,1,399
1587,1587,23,1,269
1588,1588,4,2,89
1589,1589,38,2,349
1590,1590,30,1,159
1591,1591,36,2,99
1592,1592,7,1,49
1593,1593,39,2,399
1594,1594,48,1,249
1595,1595,13,1,49
1596,1596,16,2,109
1597,1597,6,1,119
1598,1598,43,1,249
1599,1599,18,2,149
1600,1600,26,2,229
1601,1601,8,1,49
1602,1602,6,1,119
1603,1603,8,1,49
1604,1604,3,1,119
1605,1605,33,1,219
1606,1606,12,2,219
1607,1607,42,2,349
1608,1608,24,2,209
1609,1609,35,1,119
1610,1610,25,2,209
1611,1611,27,1,199
1612,1612,21,1,299
1613,1613,23,1,269
1614,1614,4,2,89
1615,1615,33,2,219
1616,1616,37,1,99
1617,1617,33,2,219
1618,1618,40,1,399
1619,1619,34,1,199
1620,1620,35,2,119
1621,1621,30,1,159
1622,1622,7,2,49
1623,1623,40,2,399
1624,1624,33,2,219
1625,1625,50,1,199
1626,1626,23,2,269
1627,1627,18,2,149
1628,1628,7,2,49
1629,1629,2,2,89
1630,1630,20,1,199
1631,1631,50,2,199
1632,1632,6,2,119
1633,1633,30,2,159
1634,1634,15,2,69
1635,1635,50,2,199
1636,1636,44,2,359
1637,1637,46,2,399
1638,1638,48,1,249
1639,1639,30,1,159
1640,1640,24,2,209
1641,1641,45,2,359
1642,1642,21,1,299
1643,1643,33,1,219
1644,1644,40,2,399
1645,1645,40,1,399
1646,1646,40,2,399
1647,1647,39,2,399
1648,1648,37,1,99
1649,1649,35,2,119
1650,1650,47,2,249
1651,1651,47,2,249
1652,1652,8,1,49
1653,1653,2,2,89
1654,1654,14,1,49
1655,1655,2,2,89
1656,1656,41,1,399
1657,1657,15,2,69
1658,1658,9,2,69
1659,1659,39,1,399
1660,1660,26,2,229
1661,1661,4,1,89
1662,1662,47,1,249
1663,1663,19,2,149
1664,1664,34,2,199
1665,1665,6,2,119
1666,1666,26,2,229
1667,1667,26,1,229
1668,1668,14,1,49
1669,1669,21,2,299
1670,1670,1,1,89
1671,1671,21,2,299
1672,1672,23,1,269
1673,1673,19,2,149
1674,1674,23,2,269
1675,1675,37,2,99
1676,1676,29,1,199
1677,1677,26,1,229
1678,1678,27,1,199
1679,1679,16,2,109
1680,1680,48,1,249
1681,1681,33,2,219
1682,1682,11,1,189
1683,1683,3,2,119
1684,1684,32,1,259
1685,1685,9,2,69
1686,1686,4,2,89
1687,1687,21,2,299
1688,1688,7,1,49
1689,1689,16,2,109
1690,1690,41,1,399
1691,1691,20,1,199
1692,1692,41,2,399
1693,1693,37,1,99
1694,1694,22,2,169
1695,1695,41,1,399
1696,1696,25,2,209
1697,1697,2,1,89
1698,1698,48,2,249
1699,1699,37,1,99
1700,1700,39,2,399
1701,1701,13,1,49
1702,1702,43,1,249
1703,1703,20,2,199
1704,1704,29,1,199
1705,1705,15,2,69
1706,1706,40,2,399
1707,1707,19,2,149
1708,1708,30,2,159
1709,1709,42,2,349
1710,1710,30,1,159
1711,1711,48,2,249
1712,1712,34,2,199
1713,1713,48,1,249
1714,1714,3,1,119
1715,1715,44,2,359
1716,1716,39,2,399
1717,1717,15,1,69
1718,1718,46,2,399
1719,1719,28,1,499
1720,1720,37,2,99
1721,1721,39,2,399
1722,1722,9,2,69
1723,1723,42,2,349
1724,1724,27,1,199
1725,1725,3,1,119
1726,1726,37,1,99
1727,1727,3,2,119
1728,1728,2,1,89
1729,1729,21,1,299
1730,1730,25,2,209
1731,1731,25,1,209
1732,1732,34,1,199
1733,1733,2,1,89
1734,1734,30,1,159
1735,1735,30,1,159
1736,1736,3,2,119
1737,1737,3,1,119
1738,1738,21,2,299
1739,1739,5,2,89
1740,1740,46,2,399
1741,1741,44,1,359
1742,1742,40,1,399
1743,1743,31,1,299
1744,1744,26,2,229
1745,1745,42,2,349
1746,1746,21,2,299
1747,1747,40,1,399
1748,1748,39,2,399
1749,1749,28,2,499
1750,1750,34,2,199
1751,1751,15,1,69
1752,1752,39,1,399
1753,1753,45,1,359
1754,1754,9,1,69
1755,1755,50,2,199
1756,1756,48,2,249
1757,1757,26,2,229
1758,1758,14,1,49
1759,1759,38,2,349
1760,1760,41,1,399
1761,1761,17,2,119
1762,1762,7,1,49
1763,1763,44,2,359
1764,1764,7,1,49
1765,1765,41,1,399
1766,1766,8,2,49
1767,1767,27,1,199
1768,1768,29,2,199
1769,1769,37,2,99
1770,1770,8,1,49
1771,1771,5,1,89
1772,1772,28,2,499
1773,1773,38,1,349
1774,1774,9,1,69
1775,1775,48,1,249
1776,1776,22,1,169
1777,1777,44,1,359
1778,1778,25,1,209
1779,1779,16,1,109
1780,1780,35,2,119
1781,1781,9,1,69
1782,1782,50,2,199
1783,1783,15,2,69
1784,1784,49,1,299
1785,1785,41,2,399
1786,1786,46,1,399
1787,1787,39,1,399
1788,1788,3,2,119
1789,1789,9,2,69
1790,1790,48,2,249
1791,1791,15,2,69
1792,1792,30,1,159
1793,1793,29,2,199
1794,1794,35,1,119
1795,1795,2,2,89
1796,1796,37,2,99
1797,1797,12,1,219
1798,1798,42,1,349
1799,1799,1,1,89
1800,1800,8,1,49
1801,1801,42,2,349
1802,1802,49,2,299
1803,1803,49,1,299
1804,1804,24,1,209
1805,1805,39,1,399
1806,1806,4,2,89
1807,1807,13,1,49
1808,1808,3,2,119
1809,1809,39,1,399
1810,1810,25,1,209
1811,1811,2,2,89
1812,1812,2,1,89
1813,1813,30,1,159
1814,1814,46,2,399
1815,1815,1,1,89
1816,1816,28,1,499
1817,1817,30,1,159
1818,1818,2,1,89
1819,1819,50,1,199
1820,1820,32,2,259
1821,1821,47,2,249
1822,1822,19,2,149
1823,1823,37,2,99
1824,1824,39,1,399
1825,1825,25,1,209
1826,1826,39,1,399
1827,1827,16,1,109
1828,1828,9,2,69
1829,1829,49,1,299
1830,1830,45,1,359
1831,1831,12,2,219
1832,1832,49,2,299
1833,1833,10,1,189
1834,1834,19,1,149
1835,1835,44,1,359
1836,1836,44,1,359
1837,1837,45,2,359
1838,1838,19,2,149
1839,1839,34,2,199
1840,1840,13,2,49
1841,1841,19,1,149
1842,1842,34,2,199
1843,1843,40,2,399
1844,1844,32,2,259
1845,1845,8,2,49
1846,1846,37,2,99
1847,1847,48,2,249
1848,1848,15,2,69
1849,1849,11,1,189
1850,1850,19,1,149
1851,1851,37,1,99
1852,1852,35,2,119
1853,1853,15,2,69
1854,1854,6,1,119
1855,1855,4,1,89
1856,1856,4,1,89
1857,1857,11,2,189
1858,1858,46,2,399
1859,1859,22,2,169
1860,1860,6,2,119
1861,1861,23,1,269
1862,1862,32,1,259
1863,1863,2,1,89
1864,1864,38,2,349
1865,1865,14,2,49
1866,1866,12,1,219
1867,1867,43,2,249
1868,1868,38,1,349
1869,1869,28,1,499
1870,1870,4,2,89
1871,1871,26,2,229
1872,1872,44,1,359
1873,1873,48,1,249
1874,1874,35,2,119
1875,1875,6,1,119
1876,1876,31,2,299
1877,1877,43,2,249
1878,1878,2,2,89
1879,1879,49,1,299
1880,1880,46,2,399
1881,1881,46,1,399
1882,1882,43,2,249
1883,1883,35,2,119
1884,1884,6,2,119
1885,1885,6,1,119
1886,1886,26,2,229
1887,1887,43,2,249
1888,1888,26,2,229
1889,1889,3,2,119
1890,1890,50,1,199
1891,1891,3,2,119
1892,1892,27,1,199
1893,1893,37,1,99
1894,1894,29,1,199
1895,1895,27,2,199
1896,1896,6,1,119
1897,1897,27,1,199
1898,1898,40,2,399
1899,1899,25,1,209
1900,1900,30,2,159
1901,1901,30,2,159
1902,1902,3,2,119
1903,1903,44,2,359
1904,1904,42,1,349
1905,1905,35,1,119
1906,1906,8,1,49
1907,1907,39,2,399
1908,1908,42,1,349
1909,1909,19,1,149
1910,1910,8,1,49
1911,1911,8,1,49
1912,1912,33,2,219
1913,1913,40,2,399
1914,1914,28,1,499
1915,1915,50,2,199
1916,1916,26,1,229
1917,1917,39,1,399
1918,1918,26,2,229
1919,1919,39,2,399
1920,1920,24,2,209
1921,1921,4,1,89
1922,1922,2,2,89
1923,1923,31,1,299
1924,1924,5,2,89
1925,1925,38,2,349
1926,1926,48,1,249
1927,1927,48,2,249
1928,1928,21,1,299
1929,1929,9,1,69
1930,1930,42,1,349
1931,1931,35,2,119
1932,1932,23,2,269
1933,1933,27,1,199
1934,1934,5,2,89
1935,1935,30,1,159
1936,1936,20,1,199
1937,1937,27,1,199
1938,1938,22,2,169
1939,1939,42,1,349
1940,1940,23,2,269
1941,1941,22,2,169
1942,1942,32,1,259
1943,1943,31,1,299
1944,1944,11,1,189
1945,1945,36,1,99
1946,1946,8,2,49
1947,1947,7,1,49
1948,1948,20,1,199
1949,1949,28,2,499
1950,1950,40,2,399
1951,1951,39,2,399
1952,1952,13,1,49
1953,1953,2,1,89
1954,1954,2,2,89
1955,1955,16,2,109
1956,1956,41,1,399
1957,1957,32,2,259
1958,1958,19,1,149
1959,1959,34,1,199
1960,1960,34,1,199
1961,1961,8,1,49
1962,1962,16,2,109
1963,1963,43,2,249
1964,1964,7,1,49
1965,1965,2,1,89
1966,1966,9,2,69
1967,1967,16,2,109
1968,1968,37,1,99
1969,1969,7,2,49
1970,1970,35,1,119
1971,1971,38,2,349
1972,1972,33,1,219
1973,1973,17,2,119
1974,1974,8,2,49
1975,1975,39,1,399
1976,1976,38,1,349
1977,1977,12,2,219
1978,1978,25,1,209
1979,1979,12,2,219
1980,1980,30,2,159
1981,1981,11,1,189
1982,1982,14,2,49
1983,1983,16,1,109
1984,1984,32,1,259
1985,1985,28,1,499
1986,1986,10,2,189
1987,1987,23,1,269
1988,1988,6,1,119
1989,1989,27,1,199
1990,1990,42,1,349
1991,1991,24,1,209
1992,1992,42,2,349
1993,1993,16,1,109
1994,1994,49,1,299
1995,1995,8,1,49
1996,1996,41,2,399
1997,1997,35,1,119
1998,1998,50,1,199
1999,1999,47,2,249
2000,2000,38,1,349
2001,2001,9,2,69
2002,2002,15,1,69
2003,2003,39,2,399
2004,2004,43,2,249
2005,2005,37,2,99
2006,2006,30,2,159
2007,2007,39,2,399
2008,2008,19,1,149
2009,2009,5,1,89
2010,2010,26,2,229
2011,2011,24,2,209
2012,2012,40,2,399
2013,2013,45,1,359
2014,2014,33,2,219
2015,2015,43,2,249
2016,2016,41,2,399
2017,2017,26,2,229
2018,2018,18,1,149
2019,2019,48,2,249
2020,2020,50,1,199
2021,2021,22,1,169
2022,2022,49,1,299
2023,2023,14,2,49
2024,2024,12,1,219
2025,2025,45,2,359
2026,2026,22,1,169
2027,2027,11,1,189
2028,2028,39,1,399
2029,2029,50,2,199
2030,2030,40,1,399
2031,2031,8,2,49
2032,2032,3,2,119
2033,2033,44,2,359
2034,2034,12,1,219
2035,2035,33,1,219
2036,2036,48,2,249
2037,2037,38,2,349
2038,2038,22,1,169
2039,2039,9,1,69
2040,2040,31,1,299
2041,2041,37,1,99
2042,2042,17,2,119
2043,2043,41,1,399
2044,2044,28,1,499
2045,2045,11,1,189
2046,2046,21,1,299
2047,2047,30,2,159
2048,2048,35,1,119
2049,2049,35,2,119
2050,2050,35,1,119
2051,2051,4,2,89
2052,2052,21,2,299
2053,2053,19,1,149
2054,2054,24,1,209
2055,2055,40,1,399
2056,2056,19,2,149
2057,2057,12,1,219
2058,2058,22,1,169
2059,2059,45,2,359
2060,2060,17,2,119
2061,2061,28,1,499
2062,2062,16,2,109
2063,2063,22,2,169
2064,2064,16,2,109
2065,2065,39,2,399
2066,2066,4,2,89
2067,2067,27,1,199
2068,2068,48,1,249
2069,2069,13,1,49
2070,2070,12,1,219
2071,2071,47,2,249
2072,2072,18,1,149
2073,2073,7,1,49
2074,2074,32,2,259
2075,2075,5,2,89
2076,2076,18,1,149
2077,2077,35,2,119
2078,2078,46,2,399
2079,2079,28,2,499
2080,2080,6,1,119
2081,2081,32,2,259
2082,2082,32,2,259
2083,2083,31,2,299
2084,2084,4,2,89
2085,2085,45,1,359
2086,2086,39,2,399
2087,2087,37,2,99
2088,2088,42,1,349
2089,2089,36,1,99
2090,2090,13,1,49
2091,2091,24,1,209
2092,2092,12,1,219
2093,2093,31,2,299
2094,2094,7,2,49
2095,2095,7,2,49
2096,2096,41,1,399
2097,2097,37,2,99
2098,2098,48,1,249
2099,2099,5,2,89
2100,2100,39,1,399
2101,2101,18,1,149
2102,2102,32,2,259
2103,2103,27,1,199
2104,2104,50,1,199
2105,2105,46,1,399
2106,2106,15,2,69
2107,2107,4,2,89
2108,2108,3,1,119
2109,2109,13,2,49
2110,2110,41,1,399
2111,2111,36,2,99
2112,2112,35,1,119
2113,2113,42,1,349
2114,2114,5,1,89
2115,2115,3,2,119
2116,2116,20,1,199
2117,2117,36,1,99
2118,2118,8,1,49
2119,2119,1,2,89
2120,2120,30,2,159
2121,2121,2,1,89
2122,2122,30,1,159
2123,2123,44,1,359
2124,2124,6,1,119
2125,2125,42,1,349
2126,2126,10,2,189
2127,2127,41,1,399
2128,2128,10,2,189
2129,2129,12,1,219
2130,2130,44,2,359
2131,2131,50,1,199
2132,2132,15,1,69
2133,2133,17,2,119
2134,2134,14,2,49
2135,2135,24,1,209
2136,2136,35,2,119
2137,2137,32,1,259
2138,2138,16,1,109
2139,2139,2,2,89
2140,2140,25,1,209
2141,2141,12,2,219
2142,2142,40,1,399
2143,2143,34,2,199
2144,2144,34,1,199
2145,2145,8,2,49
2146,2146,42,2,349
2147,2147,8,2,49
2148,2148,31,1,299
2149,2149,31,1,299
2150,2150,41,1,399
2151,2151,21,2,299
2152,2152,23,1,269
2153,2153,30,1,159
2154,2154,24,1,209
2155,2155,22,2,169
2156,2156,11,1,189
2157,2157,10,2,189
2158,2158,28,2,499
2159,2159,47,1,249
2160,2160,30,2,159
2161,2161,47,1,249
2162,2162,16,2,109
2163,2163,29,1,199
2164,2164,39,2,399
2165,2165,29,2,199
2166,2166,14,1,49
2167,2167,2,1,89
2168,2168,3,1,119
2169,2169,24,2,209
2170,2170,41,1,399
2171,2171,26,2,229
2172,2172,19,2,149
2173,2173,20,2,199
2174,2174,17,2,119
2175,2175,13,1,49
2176,2176,5,1,89
2177,2177,23,1,269
2178,2178,12,1,219
2179,2179,37,2,99
2180,2180,16,2,109
2181,2181,36,2,99
2182,2182,20,2,199
2183,2183,17,2,119
2184,2184,39,1,399
2185,2185,12,2,219
2186,2186,27,2,199
2187,2187,30,1,159
2188,2188,27,2,199
2189,2189,18,2,149
2190,2190,24,2,209
2191,2191,37,1,99
2192,2192,42,1,349
2193,2193,18,2,149
2194,2194,1,1,89
2195,2195,35,2,119
2196,2196,17,2,119
2197,2197,48,2,249
2198,2198,41,2,399
2199,2199,2,2,89
2200,2200,50,1,199
2201,2201,48,2,249
2202,2202,27,2,199
2203,2203,12,2,219
2204,2204,22,1,169
2205,2205,17,1,119
2206,2206,50,1,199
2207,2207,31,1,299
2208,2208,12,2,219
2209,2209,22,1,169
2210,2210,9,2,69
2211,2211,39,2,399
2212,2212,8,1,49
2213,2213,40,1,399
2214,2214,39,2,399
2215,2215,48,2,249
2216,2216,27,1,199
2217,2217,10,1,189
2218,2218,26,1,229
2219,2219,7,2,49
2220,2220,46,1,399
2221,2221,50,1,199
2222,2222,33,2,219
2223,2223,20,2,199
2224,2224,3,1,119
2225,2225,48,2,249
2226,2226,3,2,119
2227,2227,47,1,249
2228,2228,42,1,349
2229,2229,19,1,149
2230,2230,46,1,399
2231,2231,14,1,49
2232,2232,41,1,399
2233,2233,6,1,119
2234,2234,21,2,299
2235,2235,14,2,49
2236,2236,43,2,249
2237,2237,4,1,89
2238,2238,38,2,349
2239,2239,25,1,209
2240,2240,14,2,49
2241,2241,46,1,399
2242,2242,12,2,219
2243,2243,29,2,199
2244,2244,37,1,99
2245,2245,2,2,89
2246,2246,46,2,399
2247,2247,21,2,299
2248,2248,22,1,169
2249,2249,18,2,149
2250,2250,50,1,199
2251,2251,21,1,299
2252,2252,36,1,99
2253,2253,37,1,99
2254,2254,38,1,349
2255,2255,16,1,109
2256,2256,22,2,169
2257,2257,22,2,169
2258,2258,8,1,49
2259,2259,1,1,89
2260,2260,48,1,249
2261,2261,28,2,499
2262,2262,27,2,199
2263,2263,36,1,99
2264,2264,28,1,499
2265,2265,39,2,399
2266,2266,24,1,209
2267,2267,36,1,99
2268,2268,43,2,249
2269,2269,50,2,199
2270,2270,34,1,199
2271,2271,35,2,119
2272,2272,11,2,189
2273,2273,4,2,89
2274,2274,10,2,189
2275,2275,22,1,169
2276,2276,44,1,359
2277,2277,49,1,299
2278,2278,9,1,69
2279,2279,28,2,499
2280,2280,28,1,499
2281,2281,35,2,119
2282,2282,23,1,269
2283,2283,3,1,119
2284,2284,25,1,209
2285,2285,48,1,249
2286,2286,12,1,219
2287,2287,43,2,249
2288,2288,19,2,149
2289,2289,10,1,189
2290,2290,12,2,219
2291,2291,24,2,209
2292,2292,25,2,209
2293,2293,5,1,89
2294,2294,50,2,199
2295,2295,22,2,169
2296,2296,33,2,219
2297,2297,11,2,189
2298,2298,46,2,399
2299,2299,11,2,189
2300,2300,29,2,199
2301,2301,45,2,359
2302,2302,42,2,349
2303,2303,42,2,349
2304,2304,4,2,89
2305,2305,14,1,49
2306,2306,31,2,299
2307,2307,17,1,119
2308,2308,1,1,89
2309,2309,30,2,159
2310,2310,35,1,119
2311,2311,30,2,159
2312,2312,45,1,359
2313,2313,47,2,249
2314,2314,22,2,169
2315,2315,40,1,399
2316,2316,4,1,89
2317,2317,11,2,189
2318,2318,17,1,119
2319,2319,10,2,189
2320,2320,30,2,159
2321,2321,10,2,189
2322,2322,15,1,69
2323,2323,26,1,229
2324,2324,1,2,89
2325,2325,39,1,399
2326,2326,26,1,229
2327,2327,20,1,199
2328,2328,40,1,399
2329,2329,44,1,359
2330,2330,27,1,199
2331,2331,3,2,119
2332,2332,15,1,69
2333,2333,18,1,149
2334,2334,24,2,209
2335,2335,19,1,149
2336,2336,14,1,49
2337,2337,39,2,399
2338,2338,42,1,349
2339,2339,2,1,89
2340,2340,50,1,199
2341,2341,43,1,249
2342,2342,10,2,189
2343,2343,14,2,49
2344,2344,28,1,499
2345,2345,30,2,159
2346,2346,7,2,49
2347,2347,25,1,209
2348,2348,37,1,99
2349,2349,28,2,499
2350,2350,19,2,149
2351,2351,21,2,299
2352,2352,45,2,359
2353,2353,45,1,359
2354,2354,17,2,119
2355,2355,15,1,69
2356,2356,30,1,159
2357,2357,6,1,119
2358,2358,3,2,119
2359,2359,34,2,199
2360,2360,49,2,299
2361,2361,31,2,299
2362,2362,16,1,109
2363,2363,16,1,109
2364,2364,38,1,349
2365,2365,21,2,299
2366,2366,20,2,199
2367,2367,47,2,249
2368,2368,18,1,149
2369,2369,3,1,119
2370,2370,9,2,69
2371,2371,19,1,149
2372,2372,48,2,249
2373,2373,17,2,119
2374,2374,47,1,249
2375,2375,10,1,189
2376,2376,40,2,399
2377,2377,7,1,49
2378,2378,3,1,119
2379,2379,31,1,299
2380,2380,41,1,399
2381,2381,21,1,299
2382,2382,15,2,69
2383,2383,47,2,249
2384,2384,40,1,399
2385,2385,28,2,499
2386,2386,42,1,349
2387,2387,10,2,189
2388,2388,47,2,249
2389,2389,10,2,189
2390,2390,22,2,169
2391,2391,49,1,299
2392,2392,44,2,359
2393,2393,46,1,399
2394,2394,17,2,119
2395,2395,23,1,269
2396,2396,40,2,399
2397,2397,19,2,149
2398,2398,32,1,259
2399,2399,33,2,219
2400,2400,43,1,249
2401,2401,4,1,89
2402,2402,19,2,149
2403,2403,39,2,399
2404,2404,24,2,209
2405,2405,5,2,89
2406,2406,44,2,359
2407,2407,15,2,69
2408,2408,33,1,219
2409,2409,24,1,209
2410,2410,7,1,49
2411,2411,37,2,99
2412,2412,23,2,269
2413,2413,27,1,199
2414,2414,22,2,169
2415,2415,8,2,49
2416,2416,32,1,259
2417,2417,40,2,399
2418,2418,9,1,69
2419,2419,30,1,159
2420,2420,35,2,119
2421,2421,36,1,99
2422,2422,33,2,219
2423,2423,13,1,49
2424,2424,28,1,499
2425,2425,25,1,209
2426,2426,45,2,359
2427,2427,46,2,399
2428,2428,16,2,109
2429,2429,46,2,399
2430,2430,16,1,109
2431,2431,6,1,119
2432,2432,26,1,229
2433,2433,1,2,89
2434,2434,11,1,189
2435,2435,1,1,89
2436,2436,10,1,189
2437,2437,1,1,89
2438,2438,11,1,189
2439,2439,40,1,399
2440,2440,31,1,299
2441,2441,31,1,299
2442,2442,43,2,249
2443,2443,23,2,269
2444,2444,29,1,199
2445,2445,9,2,69
2446,2446,28,2,499
2447,2447,15,1,69
2448,2448,45,2,359
2449,2449,16,1,109
2450,2450,28,2,499
2451,2451,37,2,99
2452,2452,6,1,119
2453,2453,12,1,219
2454,2454,25,1,209
2455,2455,37,1,99
2456,2456,8,2,49
2457,2457,10,2,189
2458,2458,43,1,249
2459,2459,10,1,189
2460,2460,17,1,119
2461,2461,29,1,199
2462,2462,45,1,359
2463,2463,11,1,189
2464,2464,35,2,119
2465,2465,7,1,49
2466,2466,26,1,229
2467,2467,18,1,149
2468,2468,19,2,149
2469,2469,3,1,119
2470,2470,3,1,119
2471,2471,10,1,189
2472,2472,30,1,159
2473,2473,36,2,99
2474,2474,44,1,359
2475,2475,22,2,169
2476,2476,7,2,49
2477,2477,35,1,119
2478,2478,7,1,49
2479,2479,26,2,229
2480,2480,36,1,99
2481,2481,49,1,299
2482,2482,50,2,199
2483,2483,46,2,399
2484,2484,36,2,99
2485,2485,42,1,349
2486,2486,21,2,299
2487,2487,50,1,199
2488,2488,10,1,189
2489,2489,2,1,89
2490,2490,13,2,49
2491,2491,1,2,89
2492,2492,23,2,269
2493,2493,10,2,189
